Mod:Item:MetaData, Localized Name
GalacticraftCore:item.sensorGlasses, Sensor Glasses
GalacticraftCore:item.steel_pickaxe, Heavy Duty Pickaxe
GalacticraftCore:item.steel_axe, Heavy Duty Axe
GalacticraftCore:item.steel_hoe, Heavy Duty Hoe
GalacticraftCore:item.steel_shovel, Heavy Duty Shovel
GalacticraftCore:item.steel_sword, Heavy Duty Sword
GalacticraftCore:item.steel_helmet, Heavy Duty Helmet
GalacticraftCore:item.steel_chestplate, Heavy Duty Chestplate
GalacticraftCore:item.steel_leggings, Heavy Duty Leggings
GalacticraftCore:item.steel_boots, Heavy Duty Boots
GalacticraftCore:item.canister:0, Tin Canister
GalacticraftCore:item.canister:1, Copper Canister
GalacticraftCore:item.airVent, Oxygen Vent
GalacticraftCore:item.airFan, Oxygen Fan
GalacticraftCore:item.oxygenConcentrator, Oxygen Concentrator
GalacticraftCore:item.engine:0, Tier 1 Rocket Engine
GalacticraftCore:item.engine:1, Tier 1 Booster
GalacticraftCore:item.heavyPlating, Heavy-Duty Plate
GalacticraftCore:item.noseCone, Nose Cone
GalacticraftCore:item.rocketFins, Rocket Fins
GalacticraftCore:item.steelPole, Steel Pole
GalacticraftCore:item.canvas, Canvas
GalacticraftCore:item.oilCanisterPartial, Partially Filled Oil Canister
GalacticraftCore:item.fuelCanisterPartial, Partially Filled Fuel Canister
GalacticraftCore:item.oilExtractor, Portable Oil Extractor
GalacticraftCore:item.schematic:0, NASA Workbench Schematic
GalacticraftCore:item.schematic:1, NASA Workbench Schematic
GalacticraftCore:item.key:0, Tier 1 Dungeon Key
GalacticraftCore:item.buggymat:0, Buggy Wheel
GalacticraftCore:item.buggymat:1, Buggy Seat
GalacticraftCore:item.buggymat:2, Buggy Storage Box
GalacticraftCore:item.buggy, Buggy
GalacticraftCore:item.basicItem:0, Single Solar Module
GalacticraftCore:item.basicItem:1, Full Solar Panel
GalacticraftCore:item.basicItem:2, Raw Silicon
GalacticraftCore:item.basicItem:3, Copper Ingot
GalacticraftCore:item.basicItem:4, Tin Ingot
GalacticraftCore:item.basicItem:5, Aluminum Ingot
GalacticraftCore:item.basicItem:6, Compressed Copper
GalacticraftCore:item.basicItem:7, Compressed Tin
GalacticraftCore:item.basicItem:8, Compressed Aluminum
GalacticraftCore:item.basicItem:9, Compressed Steel
GalacticraftCore:item.basicItem:10, Compressed Bronze
GalacticraftCore:item.basicItem:11, Compressed Iron
GalacticraftCore:item.basicItem:12, Blue Solar Wafer
GalacticraftCore:item.basicItem:13, Basic Wafer
GalacticraftCore:item.basicItem:14, Advanced Wafer
GalacticraftCore:item.basicItem:15, Can of Food
GalacticraftCore:item.basicItem:16, Can of Food
GalacticraftCore:item.basicItem:17, Can of Food
GalacticraftCore:item.basicItem:18, Can of Food
GalacticraftCore:item.basicItem:19, Frequency Module
GalacticraftCore:item.basicItem:20, Ambient Thermal Controller
GalacticraftCore:item.battery, Battery
GalacticraftCore:item.infiniteBattery, Infinite Battery
GalacticraftCore:item.infiniteOxygen, Infinite Oxygen Supply
GalacticraftCore:item.null:0, Throwable Meteor Chunk
GalacticraftCore:item.null:1, Throwable Meteor Chunk
GalacticraftCore:item.standardWrench, Standard Wrench
GalacticraftCore:item.cheeseCurd, Cheese Curd
GalacticraftCore:item.meteoricIronRaw, Raw Meteoric Iron
GalacticraftCore:item.meteoricIronIngot:0, Meteoric Iron Ingot
GalacticraftCore:item.meteoricIronIngot:1, Compressed Meteoric Iron
GalacticraftCore:item.flag, Flag
GalacticraftCore:item.parachute:0, Parachute
GalacticraftCore:item.parachute:1, Black Parachute
GalacticraftCore:item.parachute:2, Light Blue Parachute
GalacticraftCore:item.parachute:3, Lime Parachute
GalacticraftCore:item.parachute:4, Brown Parachute
GalacticraftCore:item.parachute:5, Blue Parachute
GalacticraftCore:item.parachute:6, Gray Parachute
GalacticraftCore:item.parachute:7, Green Parachute
GalacticraftCore:item.parachute:8, Light Gray Parachute
GalacticraftCore:item.parachute:9, Magenta Parachute
GalacticraftCore:item.parachute:10, Orange Parachute
GalacticraftCore:item.parachute:11, Pink Parachute
GalacticraftCore:item.parachute:12, Purple Parachute
GalacticraftCore:item.parachute:13, Red Parachute
GalacticraftCore:item.parachute:14, Cyan Parachute
GalacticraftCore:item.parachute:15, Yellow Parachute
Mekanism:PartTransmitter:0, Basic Universal Cable
Mekanism:PartTransmitter:1, Advanced Universal Cable
Mekanism:PartTransmitter:2, Elite Universal Cable
Mekanism:PartTransmitter:3, Ultimate Universal Cable
Mekanism:PartTransmitter:4, Basic Mechanical Pipe
Mekanism:PartTransmitter:5, Advanced Mechanical Pipe
Mekanism:PartTransmitter:6, Elite Mechanical Pipe
Mekanism:PartTransmitter:7, Ultimate Mechanical Pipe
Mekanism:PartTransmitter:8, Basic Pressurized Tube
Mekanism:PartTransmitter:9, Advanced Pressurized Tube
Mekanism:PartTransmitter:10, Elite Pressurized Tube
Mekanism:PartTransmitter:11, Ultimate Pressurized Tube
Mekanism:PartTransmitter:12, Basic Logistical Transporter
Mekanism:PartTransmitter:13, Advanced Logistical Transporter
Mekanism:PartTransmitter:14, Elite Logistical Transporter
Mekanism:PartTransmitter:15, Ultimate Logistical Transporter
Mekanism:PartTransmitter:16, Restrictive Transporter
Mekanism:PartTransmitter:17, Diversion Transporter
Mekanism:PartTransmitter:18, Basic Thermodynamic Conductor
Mekanism:PartTransmitter:19, Advanced Thermodynamic Conductor
Mekanism:PartTransmitter:20, Elite Thermodynamic Conductor
Mekanism:PartTransmitter:21, Ultimate Thermodynamic Conductor
Mekanism:ElectricBow, Electric Bow
Mekanism:Dust:0, Iron Dust
Mekanism:Dust:1, Gold Dust
Mekanism:Dust:2, Osmium Dust
Mekanism:Dust:3, Copper Dust
Mekanism:Dust:4, Tin Dust
Mekanism:Dust:5, Silver Dust
Mekanism:Dust:6, Lead Dust
Mekanism:Ingot:0, Refined Obsidian Ingot
Mekanism:Ingot:1, Osmium Ingot
Mekanism:Ingot:2, Bronze Ingot
Mekanism:Ingot:3, Glowstone Ingot
Mekanism:Ingot:4, Steel Ingot
Mekanism:Ingot:5, Copper Ingot
Mekanism:Ingot:6, Tin Ingot
Mekanism:EnergyTablet, Energy Tablet
Mekanism:SpeedUpgrade, Speed Upgrade
Mekanism:EnergyUpgrade, Energy Upgrade
Mekanism:FilterUpgrade, Filter Upgrade
Mekanism:MufflingUpgrade, Muffling Upgrade
Mekanism:GasUpgrade, Gas Upgrade
Mekanism:Robit, Robit
Mekanism:AtomicDisassembler, Atomic Disassembler
Mekanism:EnrichedAlloy, Enriched Alloy
Mekanism:ReinforcedAlloy, Reinforced Alloy
Mekanism:AtomicAlloy, Atomic Alloy
Mekanism:ItemProxy, item.ItemProxy.name
Mekanism:ControlCircuit:0, Basic Control Circuit
Mekanism:ControlCircuit:1, Advanced Control Circuit
Mekanism:ControlCircuit:2, Elite Control Circuit
Mekanism:ControlCircuit:3, Ultimate Control Circuit
Mekanism:EnrichedIron, Enriched Iron
Mekanism:CompressedCarbon, Compressed Carbon
Mekanism:CompressedRedstone, Compressed Redstone
Mekanism:CompressedDiamond, Compressed Diamond
Mekanism:CompressedObsidian, Compressed Obsidian
Mekanism:PortableTeleporter, Portable Teleporter
Mekanism:TeleportationCore, Teleportation Core
Mekanism:Clump:0, Iron Clump
Mekanism:Clump:1, Gold Clump
Mekanism:Clump:2, Osmium Clump
Mekanism:Clump:3, Copper Clump
Mekanism:Clump:4, Tin Clump
Mekanism:Clump:5, Silver Clump
Mekanism:Clump:6, Lead Clump
Mekanism:DirtyDust:0, Dirty Iron Dust
Mekanism:DirtyDust:1, Dirty Gold Dust
Mekanism:DirtyDust:2, Dirty Osmium Dust
Mekanism:DirtyDust:3, Dirty Copper Dust
Mekanism:DirtyDust:4, Dirty Tin Dust
Mekanism:DirtyDust:5, Dirty Silver Dust
Mekanism:DirtyDust:6, Dirty Lead Dust
Mekanism:Configurator, Configurator
Mekanism:NetworkReader, Network Reader
Mekanism:WalkieTalkie, Walkie-Talkie
Mekanism:Jetpack, Jetpack
Mekanism:Dictionary, Dictionary
Mekanism:GasMask, Gas Mask
Mekanism:ScubaTank, Scuba Tank
Mekanism:Balloon:0, §8Black Balloon
Mekanism:Balloon:1, §cRed Balloon
Mekanism:Balloon:2, §2Green Balloon
Mekanism:Balloon:3, §6Brown Balloon
Mekanism:Balloon:4, §1Blue Balloon
Mekanism:Balloon:5, §5Purple Balloon
Mekanism:Balloon:6, §3Cyan Balloon
Mekanism:Balloon:7, §7Light Grey Balloon
Mekanism:Balloon:8, §8Grey Balloon
Mekanism:Balloon:9, §dPink Balloon
Mekanism:Balloon:10, §aLime Balloon
Mekanism:Balloon:11, §eYellow Balloon
Mekanism:Balloon:12, §9Light Blue Balloon
Mekanism:Balloon:13, §dMagenta Balloon
Mekanism:Balloon:14, §6Orange Balloon
Mekanism:Balloon:15, §fWhite Balloon
Mekanism:Shard:0, Iron Shard
Mekanism:Shard:1, Gold Shard
Mekanism:Shard:2, Osmium Shard
Mekanism:Shard:3, Copper Shard
Mekanism:Shard:4, Tin Shard
Mekanism:Shard:5, Silver Shard
Mekanism:Shard:6, Lead Shard
Mekanism:ElectrolyticCore, Electrolytic Core
Mekanism:Sawdust, Sawdust
Mekanism:Salt, Salt
Mekanism:BrineBucket, Brine Bucket
Mekanism:LithiumBucket, Lithium Bucket
Mekanism:HeavyWaterBucket, Heavy Water Bucket
Mekanism:Crystal:0, Iron Crystal
Mekanism:Crystal:1, Gold Crystal
Mekanism:Crystal:2, Osmium Crystal
Mekanism:Crystal:3, Copper Crystal
Mekanism:Crystal:4, Tin Crystal
Mekanism:Crystal:5, Silver Crystal
Mekanism:Crystal:6, Lead Crystal
Mekanism:FreeRunners, Free Runners
Mekanism:ArmoredJetpack, Armored Jetpack
Mekanism:ConfigurationCard, Configuration Card
Mekanism:CraftingFormula, Crafting Formula
Mekanism:SeismicReader, Seismic Reader
Mekanism:Substrate, Substrate
Mekanism:Polyethene:0, HDPE Pellet
Mekanism:Polyethene:1, HDPE Rod
Mekanism:Polyethene:2, HDPE Sheet
Mekanism:Polyethene:3, PlaStick
Mekanism:BioFuel, Bio Fuel
Mekanism:GlowPanel:0, §8Black Glow Panel
Mekanism:GlowPanel:1, §cRed Glow Panel
Mekanism:GlowPanel:2, §2Green Glow Panel
Mekanism:GlowPanel:3, §6Brown Glow Panel
Mekanism:GlowPanel:4, §1Blue Glow Panel
Mekanism:GlowPanel:5, §5Purple Glow Panel
Mekanism:GlowPanel:6, §3Cyan Glow Panel
Mekanism:GlowPanel:7, §7Light Grey Glow Panel
Mekanism:GlowPanel:8, §8Grey Glow Panel
Mekanism:GlowPanel:9, §dPink Glow Panel
Mekanism:GlowPanel:10, §aLime Glow Panel
Mekanism:GlowPanel:11, §eYellow Glow Panel
Mekanism:GlowPanel:12, §9Light Blue Glow Panel
Mekanism:GlowPanel:13, §dMagenta Glow Panel
Mekanism:GlowPanel:14, §6Orange Glow Panel
Mekanism:GlowPanel:15, §fWhite Glow Panel
Mekanism:Flamethrower, Flamethrower
Mekanism:GaugeDropper, Gauge Dropper
Mekanism:FactoryInstaller:0, Basic Tier Installer
Mekanism:FactoryInstaller:1, Advanced Tier Installer
Mekanism:FactoryInstaller:2, Elite Tier Installer
Mekanism:FactoryInstaller:3, Ultimate Tier Installer
Mekanism:OtherDust:0, Diamond Dust
Mekanism:OtherDust:1, Steel Dust
Mekanism:OtherDust:3, Sulfur Dust
Mekanism:OtherDust:4, Lithium Dust
Mekanism:OtherDust:5, Refined Obsidian Dust
Mekanism:OtherDust:6, Obsidian Dust
DefenseTech:poisonPowder, Poison Powder
DefenseTech:antidote, Antidote
DefenseTech:signalDisrupter, Signal Disrupter
DefenseTech:tracker, Tracker
DefenseTech:missile:15, Nuclear Missile
DefenseTech:missile:6, Repulsive Missile
DefenseTech:missile:7, Attractive Missile
DefenseTech:missile:10, Sonic Missile
DefenseTech:missile:11, Breaching Missile
DefenseTech:missile:25, Anti-Ballistic Missile
DefenseTech:missile:0, Conventional Missile
DefenseTech:missile:16, EMP Missile
DefenseTech:missile:17, Exothermic Missile
DefenseTech:missile:21, Antimatter Missile
DefenseTech:missile:8, Fragmentation Missile
DefenseTech:missile:20, Hypersonic Missile
DefenseTech:missile:27, Nuclear Cluster Missile
DefenseTech:missile:9, Contagious Missile
DefenseTech:missile:19, Anti-Gravitational Missile
DefenseTech:missile:2, Incendiary Missile
DefenseTech:missile:4, Chemical Missile
DefenseTech:missile:26, Cluster Missile
DefenseTech:missile:13, Thermobaric Missile
DefenseTech:missile:18, Endothermic Missile
DefenseTech:missile:24, Homing Missile
DefenseTech:missile:5, Anvil Missile
DefenseTech:missile:22, Red Matter Missile
DefenseTech:missile:3, Debilitation Missile
DefenseTech:missile:12, Rejuvenation Missile
DefenseTech:missile:1, Shrapnel Missile
DefenseTech:missile:23, Missile Module
DefenseTech:defuser, Defuser
DefenseTech:radarGun, Radar Gun
DefenseTech:remoteDetonator, Remote Detonator
DefenseTech:laserDesignator, Laser Designator
DefenseTech:rocketLauncher, Rocket Launcher
DefenseTech:grenade:0, Conventional Grenade
DefenseTech:grenade:1, Shrapnel Grenade
DefenseTech:grenade:2, Incendiary Grenade
DefenseTech:grenade:3, Debilitation Grenade
DefenseTech:grenade:4, Chemical Grenade
DefenseTech:grenade:5, Anvil Grenade
DefenseTech:grenade:6, Repulsive Grenade
DefenseTech:grenade:7, Attractive Grenade
DefenseTech:minecart:0, Explosive Cart
DefenseTech:minecart:1, Shrapnel Minecart
DefenseTech:minecart:2, Incendiary Minecart
DefenseTech:minecart:3, Debilitation Minecart
DefenseTech:minecart:4, Chemical Minecart
DefenseTech:minecart:5, Anvil Minecart
DefenseTech:minecart:6, Repulsive Minecart
DefenseTech:minecart:7, Attractive Minecart
DefenseTech:minecart:8, Fragmentation Minecart
DefenseTech:minecart:9, Contagious Minecart
DefenseTech:minecart:10, Sonic Minecart
DefenseTech:minecart:11, Breaching Minecart
DefenseTech:minecart:12, Rejuvenation Minecart
DefenseTech:minecart:13, Thermobaric Minecart
exoticbirds:bird_book, Bird Encyclopedia
exoticbirds:peacock_feather, Peacock Feather
exoticbirds:phoenix_dust, Phoenix Dust
exoticbirds:phoenix_feather, Phoenix Feather
exoticbirds:peafowl_egg, Peafowl Egg
exoticbirds:hummingbird_egg, Hummingbird Egg
exoticbirds:woodpecker_egg, Woodpecker Egg
exoticbirds:kingfisher_egg, Kingfisher Egg
exoticbirds:roadrunner_egg, Roadrunner Egg
exoticbirds:toucan_egg, Toucan Egg
exoticbirds:swan_egg, Swan Egg
exoticbirds:parrot_egg, Parrot Egg
exoticbirds:cassowary_egg, Cassowary Egg
exoticbirds:magpie_egg, Magpie Egg
exoticbirds:kiwi_egg, Kiwi Egg
exoticbirds:vulture_egg, Vulture Egg
exoticbirds:flamingo_egg, Flamingo Egg
exoticbirds:pelican_egg, Pelican Egg
exoticbirds:owl_egg, Owl Egg
exoticbirds:lyrebird_egg, Lyrebird Egg
exoticbirds:ostrich_egg, Ostrich Egg
exoticbirds:gouldianfinch_egg, Gouldian Finch Egg
exoticbirds:seagull_egg, Seagull Egg
exoticbirds:pigeon_egg, Pigeon Egg
exoticbirds:penguin_egg, Penguin Egg
exoticbirds:duck_egg, Duck Egg
exoticbirds:heron_egg, Heron Egg
exoticbirds:booby_egg, Booby Egg
exoticbirds:cardinal_egg, Cardinal Egg
exoticbirds:bluejay_egg, Blue Jay Egg
exoticbirds:robin_egg, Robin Egg
exoticbirds:crane_egg, Crane Egg
exoticbirds:mystery_egg, Unidentified Egg
exoticbirds:bird_spawn_egg:0, Spawn Cassowary
exoticbirds:bird_spawn_egg:1, Spawn Duck
exoticbirds:bird_spawn_egg:2, Spawn Flamingo
exoticbirds:bird_spawn_egg:3, Spawn Gouldian Finch
exoticbirds:bird_spawn_egg:4, Spawn Hummingbird
exoticbirds:bird_spawn_egg:5, Spawn Kingfisher
exoticbirds:bird_spawn_egg:6, Spawn Kiwi
exoticbirds:bird_spawn_egg:7, Spawn Lyrebird
exoticbirds:bird_spawn_egg:8, Spawn Magpie
exoticbirds:bird_spawn_egg:9, Spawn Ostrich
exoticbirds:bird_spawn_egg:10, Spawn Owl
exoticbirds:bird_spawn_egg:11, Spawn Parrot
exoticbirds:bird_spawn_egg:12, Spawn Peafowl
exoticbirds:bird_spawn_egg:13, Spawn Pelican
exoticbirds:bird_spawn_egg:14, Spawn Penguin
exoticbirds:bird_spawn_egg:15, Spawn Phoenix
exoticbirds:bird_spawn_egg:16, Spawn Pigeon
exoticbirds:bird_spawn_egg:17, Spawn Roadrunner
exoticbirds:bird_spawn_egg:18, Spawn Seagull
exoticbirds:bird_spawn_egg:19, Spawn Swan
exoticbirds:bird_spawn_egg:20, Spawn Toucan
exoticbirds:bird_spawn_egg:21, Spawn Vulture
exoticbirds:bird_spawn_egg:22, Spawn Woodpecker
exoticbirds:bird_spawn_egg:23, Spawn Heron
exoticbirds:bird_spawn_egg:24, Spawn Booby
exoticbirds:bird_spawn_egg:25, Spawn Cardinal
exoticbirds:bird_spawn_egg:26, Spawn Blue Jay
exoticbirds:bird_spawn_egg:27, Spawn Robin
exoticbirds:bird_spawn_egg:28, Spawn Crane
exoticbirds:eggshell, Eggshell
exoticbirds:birdmeat_small, Raw Small Bird Meat
exoticbirds:cooked_birdmeat_small, Cooked Small Bird Meat
exoticbirds:birdmeat_large, Raw Large Bird Meat
exoticbirds:cooked_birdmeat_large, Cooked Large Bird Meat
exoticbirds:shoulder_parrot, Tame Macaw
ExtrabiomesXL:extrabiomes.logturner, Log Turner
ExtrabiomesXL:extrabiomes.dye:0, Black Dye
ExtrabiomesXL:extrabiomes.dye:1, Blue Dye
ExtrabiomesXL:extrabiomes.dye:2, Brown Dye
ExtrabiomesXL:extrabiomes.dye:3, White Dye
ExtrabiomesXL:extrabiomes.food:0, Chocolate
ExtrabiomesXL:extrabiomes.food:1, Chocolate Covered Strawberry
ExtrabiomesXL:extrabiomes.crop:0, Strawberry
ExtrabiomesXL:extrabiomes.seed:0, Strawberry Seeds
ExtrabiomesXL:extrabiomes.scarecrow, Scarecrow
ExtrabiomesXL:extrabiomes.paste, Cactus Paste
extracells:part.base:0, ME Fluid Export Bus
extracells:part.base:1, ME Fluid Import Bus
extracells:part.base:2, ME Fluid Storage Bus
extracells:part.base:3, ME Fluid Terminal
extracells:part.base:4, ME Fluid Level Emitter
extracells:part.base:5, ME Fluid Annihilation Plane
extracells:part.base:6, ME Fluid Formation Plane
extracells:part.base:7, ME Drive Fixture
extracells:part.base:8, ME Energy Cell Fixture
extracells:part.base:9, ME Fluid Interface
extracells:part.base:10, ME Fluid Storage Monitor
extracells:part.base:11, ME Fluid Conversion Monitor
extracells:part.base:12, ME Ore Dictionary Export Bus
extracells:part.base:13, ME Gas Import Bus
extracells:part.base:14, ME Gas Export Bus
extracells:part.base:15, ME Gas Terminal
extracells:part.base:16, ME Gas Storage Bus
extracells:part.base:17, ME Gas Level Emitter
extracells:part.base:18, ME Gas Storage Monitor
extracells:part.base:19, ME Gas Conversion Monitor
extracells:storage.fluid:0, ME 1k Fluid Storage
extracells:storage.fluid:1, ME 4k Fluid Storage
extracells:storage.fluid:2, ME 16k Fluid Storage
extracells:storage.fluid:3, ME 64k Fluid Storage
extracells:storage.fluid:4, ME 256k Fluid Storage
extracells:storage.fluid:5, ME 1024k Fluid Storage
extracells:storage.fluid:6, ME 4096k Fluid Storage
extracells:storage.physical:0, ME 256k Storage
extracells:storage.physical:1, ME 1024k Storage
extracells:storage.physical:2, ME 4096k Storage
extracells:storage.physical:3, ME 16384k Storage
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.gas:0, ME 1k Gas Storage
extracells:storage.gas:1, ME 4k Gas Storage
extracells:storage.gas:2, ME 16k Gas Storage
extracells:storage.gas:3, ME 64k Gas Storage
extracells:storage.gas:4, ME 256k Gas Storage
extracells:storage.gas:5, ME 1024k Gas Storage
extracells:storage.gas:6, ME 4096k Gas Storage
extracells:pattern.fluid, item.extracells.pattern.fluid.name
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256k ME Storage Component
extracells:storage.component:1, 1024k ME Storage Component
extracells:storage.component:2, 4096k ME Storage Component
extracells:storage.component:3, 16384k ME Storage Component
extracells:storage.component:4, 1k ME Fluid Storage Component
extracells:storage.component:5, 4k ME Fluid Storage Component
extracells:storage.component:6, 16k ME Fluid Storage Component
extracells:storage.component:7, 64k ME Fluid Storage Component
extracells:storage.component:8, 256k ME Fluid Storage Component
extracells:storage.component:9, 1024k ME Fluid Storage Component
extracells:storage.component:10, 4096k ME Fluid Storage Component
extracells:storage.component:11, 1k ME Gas Storage Component
extracells:storage.component:12, 4k ME Gas Storage Component
